feature_a,feature_b,association,absolute_association,method
FLOORSMAX_AVG,LIVINGAPARTMENTS_MEDI,0.7120794303463783,0.7120794303463783,Spearman rho on observed values
ELEVATORS_MEDI,TOTALAREA_MODE,0.7116021465288723,0.7116021465288723,Spearman rho on observed values
FLOORSMAX_MEDI,LIVINGAPARTMENTS_MEDI,0.7114089777278206,0.7114089777278206,Spearman rho on observed values
BASEMENTAREA_AVG,LIVINGAREA_AVG,0.7113193300058923,0.7113193300058923,Spearman rho on observed values
PREV_APPROVAL_RATE,PREV_CANCELED_COUNT,-0.7105088426841146,0.7105088426841146,Spearman rho on observed values
CC_OLDEST_MONTH,INST_PAYMENT_COUNT,-0.7100357901755052,0.7100357901755052,Spearman rho on observed values
FLOORSMAX_MODE,LIVINGAPARTMENTS_AVG,0.7097592485593677,0.7097592485593677,Spearman rho on observed values
FLOORSMAX_MODE,LIVINGAPARTMENTS_MEDI,0.7089194775809976,0.7089194775809976,Spearman rho on observed values
BUREAU_DAYS_SINCE_CREDIT_MIN,BUREAU_RECENT_24M_COUNT,-0.7088953364357533,0.7088953364357533,Spearman rho on observed values
BASEMENTAREA_AVG,LIVINGAREA_MEDI,0.7080406073584545,0.7080406073584545,Spearman rho on observed values
INST_PAID_SUM,POS_ACTIVE_MONTH_COUNT,0.7079662757585128,0.7079662757585128,Spearman rho on observed values
BASEMENTAREA_MEDI,LIVINGAREA_MEDI,0.7071891698938013,0.7071891698938013,Spearman rho on observed values
POS_ACTIVE_MONTH_COUNT,POS_COMPLETED_MONTH_COUNT,0.7070737421729023,0.7070737421729023,Spearman rho on observed values
BASEMENTAREA_MEDI,LIVINGAREA_AVG,0.7064435057288847,0.7064435057288847,Spearman rho on observed values
BASEMENTAREA_AVG,TOTALAREA_MODE,0.7061191779444751,0.7061191779444751,Spearman rho on observed values
ELEVATORS_MODE,TOTALAREA_MODE,0.705891587130533,0.705891587130533,Spearman rho on observed values
ELEVATORS_MODE,LIVINGAREA_MEDI,0.7049625927246486,0.7049625927246486,Spearman rho on observed values
ELEVATORS_MODE,LIVINGAREA_AVG,0.7049375884261071,0.7049375884261071,Spearman rho on observed values
INST_PAID_MEAN,PREV_ANNUITY_MAX,0.703792215376449,0.703792215376449,Spearman rho on observed values
INST_DUE_SUM,PREV_APPROVED_COUNT,0.7025205417835092,0.7025205417835092,Spearman rho on observed values
POS_FUTURE_INSTALLMENTS_MEAN,PREV_ANNUITY_TO_CREDIT_MEAN,-0.7023247409602834,0.7023247409602834,Spearman rho on observed values
INST_PAYMENT_RATIO,INST_SHORTFALL_MAX,-0.7016648506142484,0.7016648506142484,Spearman rho on observed values
BASEMENTAREA_MEDI,TOTALAREA_MODE,0.7015144416751307,0.7015144416751307,Spearman rho on observed values
PREV_ANNUITY_MEAN,PREV_CREDIT_SUM,0.7006365872594792,0.7006365872594792,Spearman rho on observed values
INST_PAID_SUM,PREV_APPROVED_COUNT,0.6998012574511723,0.6998012574511723,Spearman rho on observed values
INST_PAID_SUM,PREV_CREDIT_MEAN,0.6992593994357763,0.6992593994357763,Spearman rho on observed values
BASEMENTAREA_MODE,LIVINGAREA_MODE,0.6987112315002156,0.6987112315002156,Spearman rho on observed values
APARTMENTS_AVG,BASEMENTAREA_AVG,0.6985211624285282,0.6985211624285282,Spearman rho on observed values
EXT_SOURCE_3,EXT_SOURCE_MEAN,0.6964560429121541,0.6964560429121541,Spearman rho on observed values
APARTMENTS_MEDI,BASEMENTAREA_AVG,0.6955997514833194,0.6955997514833194,Spearman rho on observed values
APARTMENTS_MEDI,BASEMENTAREA_MEDI,0.6954227749615435,0.6954227749615435,Spearman rho on observed values
INST_DUE_SUM,PREV_CREDIT_MEAN,0.6949114113118589,0.6949114113118589,Spearman rho on observed values
CC_PAYMENT_TOTAL_SUM,CC_UTILIZATION_MEAN,0.694884030145017,0.694884030145017,Spearman rho on observed values
NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,0.6944557174962771,0.6944557174962771,Spearman rho on observed values
APARTMENTS_AVG,BASEMENTAREA_MEDI,0.6942652436584198,0.6942652436584198,Spearman rho on observed values
BASEMENTAREA_MEDI,LIVINGAREA_MODE,0.6931063415100166,0.6931063415100166,Spearman rho on observed values
FLOORSMAX_MODE,LIVINGAPARTMENTS_MODE,0.6930437041081233,0.6930437041081233,Spearman rho on observed values
APARTMENTS_AVG,ELEVATORS_AVG,0.6924468334718694,0.6924468334718694,Spearman rho on observed values
BASEMENTAREA_AVG,LIVINGAREA_MODE,0.691992754438627,0.691992754438627,Spearman rho on observed values
PREV_APPROVAL_RATE,PREV_REFUSED_COUNT,-0.6915744813198926,0.6915744813198926,Spearman rho on observed values
BUREAU_ACTIVE_COUNT,BUREAU_RECENT_24M_COUNT,0.6913786378542935,0.6913786378542935,Spearman rho on observed values
BB_DELINQUENT_MONTH_RATE,BB_RECENT_12M_DELINQUENT_MONTHS,0.6911803938556177,0.6911803938556177,Spearman rho on observed values
PREV_APPROVED_COUNT,PREV_CREDIT_SUM,0.6905670717404861,0.6905670717404861,Spearman rho on observed values
PREV_CANCELED_COUNT,PREV_CASH_LOAN_COUNT,0.6899964715444873,0.6899964715444873,Spearman rho on observed values
PREV_APPROVAL_RATE,PREV_REFUSAL_RATE,-0.689951703428838,0.689951703428838,Spearman rho on observed values
PREV_CASH_LOAN_COUNT,PREV_CREDIT_MAX,0.6886526817467988,0.6886526817467988,Spearman rho on observed values
BUREAU_ACTIVE_COUNT,BUREAU_UNIQUE_CREDIT_COUNT,0.6884521722114475,0.6884521722114475,Spearman rho on observed values
BUREAU_ACTIVE_COUNT,BUREAU_CREDIT_COUNT,0.6884521722114475,0.6884521722114475,Spearman rho on observed values
APARTMENTS_AVG,ELEVATORS_MEDI,0.6879375358353836,0.6879375358353836,Spearman rho on observed values
APARTMENTS_MODE,BASEMENTAREA_MODE,0.6866832558431474,0.6866832558431474,Spearman rho on observed values
CC_BALANCE_SUM,CC_DRAWINGS_MEAN,0.6863123040693635,0.6863123040693635,Spearman rho on observed values
ELEVATORS_AVG,LIVINGAPARTMENTS_AVG,0.6862000417570653,0.6862000417570653,Spearman rho on observed values
APARTMENTS_MEDI,ELEVATORS_MEDI,0.6851019307448148,0.6851019307448148,Spearman rho on observed values
ELEVATORS_MODE,LIVINGAREA_MODE,0.6844252623079741,0.6844252623079741,Spearman rho on observed values
BASEMENTAREA_AVG,LIVINGAPARTMENTS_AVG,0.6836433100132091,0.6836433100132091,Spearman rho on observed values
APARTMENTS_MEDI,ELEVATORS_AVG,0.6836048380803178,0.6836048380803178,Spearman rho on observed values
NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,0.6828322491031655,0.6828322491031655,Spearman rho on observed values
BASEMENTAREA_AVG,LIVINGAPARTMENTS_MEDI,0.6822635013504065,0.6822635013504065,Spearman rho on observed values
EMERGENCYSTATE_MODE,WALLSMATERIAL_MODE,0.6820071949904412,0.6820071949904412,Cramer's V
APARTMENTS_MODE,BASEMENTAREA_MEDI,0.6817896843567133,0.6817896843567133,Spearman rho on observed values
ELEVATORS_MEDI,LIVINGAPARTMENTS_AVG,0.68126061278614,0.68126061278614,Spearman rho on observed values
BASEMENTAREA_MEDI,LIVINGAPARTMENTS_MEDI,0.681259160671113,0.681259160671113,Spearman rho on observed values
NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,0.6811684495563491,0.6811684495563491,Spearman rho on observed values
FLOORSMAX_MEDI,LIVINGAPARTMENTS_MODE,0.6810629376335917,0.6810629376335917,Spearman rho on observed values
APARTMENTS_MODE,BASEMENTAREA_AVG,0.6809966547259921,0.6809966547259921,Spearman rho on observed values
INST_PAID_SUM,POS_INSTALLMENT_COUNT_MAX,0.6806930843790029,0.6806930843790029,Spearman rho on observed values
INST_DUE_SUM,POS_CONTRACT_COUNT,0.6802879661184904,0.6802879661184904,Spearman rho on observed values
ELEVATORS_MEDI,LIVINGAPARTMENTS_MEDI,0.6802094827629618,0.6802094827629618,Spearman rho on observed values
ELEVATORS_AVG,LIVINGAPARTMENTS_MEDI,0.679095963629838,0.679095963629838,Spearman rho on observed values
FLOORSMAX_AVG,LIVINGAPARTMENTS_MODE,0.6786740866797083,0.6786740866797083,Spearman rho on observed values
BASEMENTAREA_MEDI,LIVINGAPARTMENTS_AVG,0.6784668608357286,0.6784668608357286,Spearman rho on observed values
BB_DELINQUENT_MONTHS,BB_RECENT_12M_DELINQUENT_MONTHS,0.6783243770348409,0.6783243770348409,Spearman rho on observed values
APARTMENTS_AVG,ELEVATORS_MODE,0.6773786025815046,0.6773786025815046,Spearman rho on observed values
APARTMENTS_MEDI,ELEVATORS_MODE,0.6771334910194395,0.6771334910194395,Spearman rho on observed values
INST_PAID_SUM,POS_CONTRACT_COUNT,0.6761948209216613,0.6761948209216613,Spearman rho on observed values
BUREAU_CREDIT_COUNT,BUREAU_CREDIT_SUM,0.6758704313211829,0.6758704313211829,Spearman rho on observed values
BUREAU_CREDIT_SUM,BUREAU_UNIQUE_CREDIT_COUNT,0.6758704313211829,0.6758704313211829,Spearman rho on observed values
INST_DUE_SUM,POS_INSTALLMENT_COUNT_MAX,0.6754950831732905,0.6754950831732905,Spearman rho on observed values
CC_BALANCE_SUM,INST_VERSION_MEAN,-0.6750655890208033,0.6750655890208033,Spearman rho on observed values
BUREAU_CREDIT_SUM,BUREAU_DEBT_SUM,0.6742628586971022,0.6742628586971022,Spearman rho on observed values
INST_DUE_MEAN,PREV_APPLICATION_AMOUNT_MEAN,0.6735779823776396,0.6735779823776396,Spearman rho on observed values
AMT_CREDIT,CREDIT_TO_ANNUITY,0.6734385194858261,0.6734385194858261,Spearman rho on observed values
PREV_APPLICATION_AMOUNT_MAX,PREV_CASH_LOAN_COUNT,0.6732279733615645,0.6732279733615645,Spearman rho on observed values
PREV_ANNUITY_TO_CREDIT_MEAN,PREV_PAYMENT_COUNT_MEAN,-0.6727927330457415,0.6727927330457415,Spearman rho on observed values
NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_MEDI,0.6720351684555773,0.6720351684555773,Spearman rho on observed values
CC_PAYMENT_TOTAL_SUM,INST_VERSION_MEAN,-0.6719082271536354,0.6719082271536354,Spearman rho on observed values
BASEMENTAREA_MEDI,LIVINGAPARTMENTS_MODE,0.6708915785682101,0.6708915785682101,Spearman rho on observed values
BASEMENTAREA_AVG,LIVINGAPARTMENTS_MODE,0.6707950005962802,0.6707950005962802,Spearman rho on observed values
POS_MONTH_COUNT,PREV_APPLICATION_COUNT,0.6697739233425091,0.6697739233425091,Spearman rho on observed values
POS_MONTH_COUNT,PREV_UNIQUE_APPLICATION_COUNT,0.6697739233425091,0.6697739233425091,Spearman rho on observed values
BASEMENTAREA_MODE,LIVINGAREA_MEDI,0.6695415400431973,0.6695415400431973,Spearman rho on observed values
ELEVATORS_MODE,LIVINGAPARTMENTS_AVG,0.6690271750791771,0.6690271750791771,Spearman rho on observed values
ELEVATORS_MODE,LIVINGAPARTMENTS_MEDI,0.6689983746973607,0.6689983746973607,Spearman rho on observed values
BASEMENTAREA_MODE,TOTALAREA_MODE,0.6683990897310075,0.6683990897310075,Spearman rho on observed values
ELEVATORS_MEDI,LIVINGAREA_MODE,0.6673823401525213,0.6673823401525213,Spearman rho on observed values
EMERGENCYSTATE_MODE,HOUSETYPE_MODE,0.6670084003786942,0.6670084003786942,Cramer's V
NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_AVG,0.6656752948631592,0.6656752948631592,Spearman rho on observed values
INST_PAID_MEAN,PREV_APPLICATION_AMOUNT_MEAN,0.6653415148793015,0.6653415148793015,Spearman rho on observed values
CC_UTILIZATION_MAX,INST_VERSION_MEAN,-0.6640884098284298,0.6640884098284298,Spearman rho on observed values
BASEMENTAREA_MODE,LIVINGAPARTMENTS_MODE,0.6636805590912568,0.6636805590912568,Spearman rho on observed values
BASEMENTAREA_MODE,LIVINGAREA_AVG,0.6634453382076964,0.6634453382076964,Spearman rho on observed values
PREV_CASH_LOAN_COUNT,PREV_RECENT_24M_COUNT,0.6628315263984079,0.6628315263984079,Spearman rho on observed values
EXT_SOURCE_MIN,EXT_SOURCE_STD,-0.6627011105092678,0.6627011105092678,Spearman rho on observed values
BUREAU_CREDIT_SUM,BUREAU_DEBT_MAX,0.6621674235759201,0.6621674235759201,Spearman rho on observed values
INST_LATE_PAYMENT_COUNT,INST_RECENT_24M_LATE_COUNT,0.6619936288280375,0.6619936288280375,Spearman rho on observed values
INST_CONTRACT_COUNT,PREV_CREDIT_SUM,0.6617081524074888,0.6617081524074888,Spearman rho on observed values
BUREAU_CREDIT_MAX,BUREAU_DEBT_MAX,0.6616038614619763,0.6616038614619763,Spearman rho on observed values
ELEVATORS_AVG,LIVINGAREA_MODE,0.6613768255071946,0.6613768255071946,Spearman rho on observed values
PREV_CASH_LOAN_COUNT,PREV_PAYMENT_COUNT_MAX,0.6612789258908027,0.6612789258908027,Spearman rho on observed values
APARTMENTS_MEDI,BASEMENTAREA_MODE,0.6607061555051421,0.6607061555051421,Spearman rho on observed values
APARTMENTS_MODE,ELEVATORS_MODE,0.660243611848476,0.660243611848476,Spearman rho on observed values
INST_LATE_DAYS_MEAN,INST_PAYMENT_RATIO,-0.6594557325783755,0.6594557325783755,Spearman rho on observed values
BUREAU_ACTIVE_COUNT,BUREAU_DEBT_SUM,0.658612026244643,0.658612026244643,Spearman rho on observed values
CC_PAYMENT_TOTAL_SUM,INST_PAYMENT_COUNT,0.6582454405475934,0.6582454405475934,Spearman rho on observed values
FLOORSMAX_AVG,FLOORSMIN_AVG,0.6578494821577822,0.6578494821577822,Spearman rho on observed values
INST_LATE_PAYMENT_RATE,INST_PAYMENT_RATIO,-0.6569399890978234,0.6569399890978234,Spearman rho on observed values
NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MODE,0.6566869840840811,0.6566869840840811,Spearman rho on observed values
POS_ACTIVE_MONTH_COUNT,PREV_UNIQUE_APPLICATION_COUNT,0.6566606155031018,0.6566606155031018,Spearman rho on observed values
POS_ACTIVE_MONTH_COUNT,PREV_APPLICATION_COUNT,0.6566606155031018,0.6566606155031018,Spearman rho on observed values
POS_COMPLETED_MONTH_COUNT,PREV_APPLICATION_COUNT,0.6566545429242647,0.6566545429242647,Spearman rho on observed values
POS_COMPLETED_MONTH_COUNT,PREV_UNIQUE_APPLICATION_COUNT,0.6566545429242647,0.6566545429242647,Spearman rho on observed values
INST_DUE_SUM,INST_UNIQUE_NUMBER_COUNT,0.6565407609409948,0.6565407609409948,Spearman rho on observed values
CC_BALANCE_SUM,INST_PAYMENT_COUNT,0.6562543764133233,0.6562543764133233,Spearman rho on observed values
PREV_APPROVAL_RATE,PREV_RECENT_24M_COUNT,-0.6560227222470232,0.6560227222470232,Spearman rho on observed values
FLOORSMAX_MEDI,FLOORSMIN_MEDI,0.6553414847477289,0.6553414847477289,Spearman rho on observed values
PREV_CREDIT_MEAN,PREV_PAYMENT_COUNT_MAX,0.6547534717937259,0.6547534717937259,Spearman rho on observed values
INST_DUE_MEAN,PREV_CREDIT_MEAN,0.6544002803898205,0.6544002803898205,Spearman rho on observed values
FLOORSMAX_MEDI,FLOORSMIN_AVG,0.6542426043949516,0.6542426043949516,Spearman rho on observed values
AMT_GOODS_PRICE,CREDIT_TO_ANNUITY,0.6542094871582951,0.6542094871582951,Spearman rho on observed values
BASEMENTAREA_AVG,ENTRANCES_AVG,0.6538473286049495,0.6538473286049495,Spearman rho on observed values
FLOORSMAX_AVG,FLOORSMIN_MEDI,0.653771735221447,0.653771735221447,Spearman rho on observed values
BASEMENTAREA_MEDI,ENTRANCES_AVG,0.6537427310886817,0.6537427310886817,Spearman rho on observed values
APARTMENTS_AVG,BASEMENTAREA_MODE,0.6537339224854575,0.6537339224854575,Spearman rho on observed values
ELEVATORS_MODE,LIVINGAPARTMENTS_MODE,0.6522632445186759,0.6522632445186759,Spearman rho on observed values
BASEMENTAREA_MEDI,ENTRANCES_MEDI,0.652082446376004,0.652082446376004,Spearman rho on observed values
INST_UNIQUE_NUMBER_COUNT,POS_ACTIVE_MONTH_COUNT,0.6513733836214625,0.6513733836214625,Spearman rho on observed values
BUREAU_CREDIT_MAX,BUREAU_DEBT_SUM,0.651004169938566,0.651004169938566,Spearman rho on observed values
EXT_SOURCE_1,EXT_SOURCE_MAX,0.6500725629291645,0.6500725629291645,Spearman rho on observed values
NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MEDI,0.6493302049447561,0.6493302049447561,Spearman rho on observed values
AMT_REQ_CREDIT_BUREAU_YEAR,PREV_CASH_LOAN_COUNT,0.6490978213609476,0.6490978213609476,Spearman rho on observed values
BASEMENTAREA_AVG,ENTRANCES_MEDI,0.6474187603564198,0.6474187603564198,Spearman rho on observed values
CC_UTILIZATION_MAX,INST_UNIQUE_NUMBER_COUNT,0.6471827639477572,0.6471827639477572,Spearman rho on observed values
INST_PAID_MEAN,PREV_CREDIT_MEAN,0.6459650392281542,0.6459650392281542,Spearman rho on observed values
CC_MONTH_COUNT,INST_DAYS_SINCE_DUE_MAX,0.645283147653034,0.645283147653034,Spearman rho on observed values
CC_OLDEST_MONTH,INST_DAYS_SINCE_DUE_MAX,-0.6452125791077966,0.6452125791077966,Spearman rho on observed values
INST_PAYMENT_COUNT,PREV_APPLICATION_COUNT,0.6449772984434833,0.6449772984434833,Spearman rho on observed values
INST_PAYMENT_COUNT,PREV_UNIQUE_APPLICATION_COUNT,0.6449772984434833,0.6449772984434833,Spearman rho on observed values
FLOORSMAX_MODE,FLOORSMIN_MEDI,0.6437764393724995,0.6437764393724995,Spearman rho on observed values
INST_PAID_SUM,INST_UNIQUE_NUMBER_COUNT,0.6436825811660568,0.6436825811660568,Spearman rho on observed values
PREV_CREDIT_TO_APPLICATION_MEAN,PREV_DOWN_PAYMENT_RATE_MEAN,-0.6436033730664609,0.6436033730664609,Spearman rho on observed values
BASEMENTAREA_MODE,ENTRANCES_MODE,0.6429669441325115,0.6429669441325115,Spearman rho on observed values
FLOORSMAX_MODE,FLOORSMIN_AVG,0.6426634220300477,0.6426634220300477,Spearman rho on observed values
INST_LATE_DAYS_SUM,INST_PAYMENT_RATIO,-0.641257291647871,0.641257291647871,Spearman rho on observed values
CREDIT_TO_ANNUITY,CREDIT_TO_INCOME,0.6406355626784195,0.6406355626784195,Spearman rho on observed values
APARTMENTS_MODE,ELEVATORS_MEDI,0.6403493567605675,0.6403493567605675,Spearman rho on observed values
INST_DUE_SUM,PREV_UNIQUE_APPLICATION_COUNT,0.639695665950278,0.639695665950278,Spearman rho on observed values
INST_DUE_SUM,PREV_APPLICATION_COUNT,0.639695665950278,0.639695665950278,Spearman rho on observed values
INST_PAID_SUM,PREV_APPLICATION_COUNT,0.6396146807648356,0.6396146807648356,Spearman rho on observed values
INST_PAID_SUM,PREV_UNIQUE_APPLICATION_COUNT,0.6396146807648356,0.6396146807648356,Spearman rho on observed values
INST_PAYMENT_COUNT,PREV_CREDIT_SUM,0.6392270819437562,0.6392270819437562,Spearman rho on observed values
ELEVATORS_MEDI,LIVINGAPARTMENTS_MODE,0.6391686692105123,0.6391686692105123,Spearman rho on observed values
POS_INSTALLMENT_COUNT_MAX,PREV_CREDIT_MAX,0.6388212370328527,0.6388212370328527,Spearman rho on observed values
BASEMENTAREA_MODE,ENTRANCES_MEDI,0.6383170904291857,0.6383170904291857,Spearman rho on observed values
NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_MODE,0.6381950228008857,0.6381950228008857,Spearman rho on observed values
INST_PAID_SUM,PREV_APPLICATION_AMOUNT_MEAN,0.6376741238007837,0.6376741238007837,Spearman rho on observed values
BASEMENTAREA_MODE,ENTRANCES_AVG,0.6370366404759823,0.6370366404759823,Spearman rho on observed values
BASEMENTAREA_MODE,LIVINGAPARTMENTS_MEDI,0.6369391867005341,0.6369391867005341,Spearman rho on observed values
BB_MAX_DELINQUENCY_LEVEL,BB_RECENT_12M_DELINQUENT_MONTHS,0.636777920284488,0.636777920284488,Spearman rho on observed values
CC_ACTIVE_MONTH_COUNT,INST_DAYS_SINCE_DUE_MAX,0.6364902866627382,0.6364902866627382,Spearman rho on observed values
INST_UNIQUE_NUMBER_COUNT,POS_MONTH_COUNT,0.6359604664781028,0.6359604664781028,Spearman rho on observed values
APARTMENTS_MODE,ELEVATORS_AVG,0.6347935720603953,0.6347935720603953,Spearman rho on observed values
POS_INSTALLMENT_COUNT_MAX,PREV_CREDIT_SUM,0.6347361537433976,0.6347361537433976,Spearman rho on observed values
POS_ACTIVE_MONTH_COUNT,POS_INSTALLMENT_COUNT_MAX,0.6345798504843058,0.6345798504843058,Spearman rho on observed values
ELEVATORS_AVG,LIVINGAPARTMENTS_MODE,0.6345212435433204,0.6345212435433204,Spearman rho on observed values
INST_DUE_MEAN,PREV_APPLICATION_AMOUNT_MAX,0.633882560203431,0.633882560203431,Spearman rho on observed values
INST_PAID_SUM,PREV_CASH_LOAN_COUNT,0.6334533575466488,0.6334533575466488,Spearman rho on observed values
INST_PAID_SUM,PREV_ANNUITY_MEAN,0.6331514612454956,0.6331514612454956,Spearman rho on observed values
FLOORSMAX_MODE,FLOORSMIN_MODE,0.6328586212399273,0.6328586212399273,Spearman rho on observed values
POS_MONTH_COUNT,PREV_CREDIT_SUM,0.632614917032803,0.632614917032803,Spearman rho on observed values
INST_DUE_SUM,PREV_APPLICATION_AMOUNT_MEAN,0.6324647938265365,0.6324647938265365,Spearman rho on observed values
BASEMENTAREA_MODE,LIVINGAPARTMENTS_AVG,0.6319720760456372,0.6319720760456372,Spearman rho on observed values
INST_LATE_PAYMENT_RATE,INST_RECENT_24M_LATE_COUNT,0.631210794458011,0.631210794458011,Spearman rho on observed values
PREV_APPROVAL_RATE,PREV_UNIQUE_APPLICATION_COUNT,-0.6310270139005455,0.6310270139005455,Spearman rho on observed values
PREV_APPLICATION_COUNT,PREV_APPROVAL_RATE,-0.6310270139005455,0.6310270139005455,Spearman rho on observed values
INST_PAID_MEAN,PREV_APPLICATION_AMOUNT_MAX,0.630774141205941,0.630774141205941,Spearman rho on observed values
INST_DUE_SUM,PREV_CASH_LOAN_COUNT,0.630717110951672,0.630717110951672,Spearman rho on observed values
INST_LATE_PAYMENT_COUNT,INST_PAYMENT_RATIO,-0.6305138690218616,0.6305138690218616,Spearman rho on observed values
POS_INSTALLMENT_COUNT_MAX,PREV_APPLICATION_AMOUNT_MAX,0.6301165423560516,0.6301165423560516,Spearman rho on observed values
INST_RECENT_24M_LATE_COUNT,INST_SHORTFALL_MAX,0.6292731607569128,0.6292731607569128,Spearman rho on observed values
INST_DUE_SUM,PREV_ANNUITY_MEAN,0.6282935476578708,0.6282935476578708,Spearman rho on observed values
POS_ACTIVE_MONTH_COUNT,PREV_CREDIT_SUM,0.6282151615939946,0.6282151615939946,Spearman rho on observed values
FLOORSMAX_MEDI,FLOORSMIN_MODE,0.6278413121901084,0.6278413121901084,Spearman rho on observed values
NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_AVG,0.627690215430147,0.627690215430147,Spearman rho on observed values
INST_DUE_MEAN,INST_PAID_SUM,0.6269579893862325,0.6269579893862325,Spearman rho on observed values
INST_RECENT_24M_LATE_COUNT,INST_SHORTFALL_SUM,0.6268039374506639,0.6268039374506639,Spearman rho on observed values
CC_DRAWINGS_MEAN,CC_UTILIZATION_MAX,0.6265572229970016,0.6265572229970016,Spearman rho on observed values
BUREAU_CREDIT_COUNT,BUREAU_RECENT_24M_COUNT,0.6253097637264928,0.6253097637264928,Spearman rho on observed values
BUREAU_RECENT_24M_COUNT,BUREAU_UNIQUE_CREDIT_COUNT,0.6253097637264928,0.6253097637264928,Spearman rho on observed values
FLOORSMAX_AVG,FLOORSMIN_MODE,0.6251295378402567,0.6251295378402567,Spearman rho on observed values
POS_CONTRACT_COUNT,PREV_CREDIT_SUM,0.624666680143835,0.624666680143835,Spearman rho on observed values
PREV_APPLICATION_COUNT,PREV_CANCELED_COUNT,0.623860873110513,0.623860873110513,Spearman rho on observed values
PREV_CANCELED_COUNT,PREV_UNIQUE_APPLICATION_COUNT,0.623860873110513,0.623860873110513,Spearman rho on observed values
INST_PAID_MEAN,INST_PAID_SUM,0.6237057970906441,0.6237057970906441,Spearman rho on observed values
BUREAU_ACTIVE_RATE,BUREAU_DEBT_TO_CREDIT,0.6234854338617397,0.6234854338617397,Spearman rho on observed values
EXT_SOURCE_2,EXT_SOURCE_MIN,0.6229382636283602,0.6229382636283602,Spearman rho on observed values
POS_INSTALLMENT_COUNT_MAX,POS_MONTH_COUNT,0.6226883436798565,0.6226883436798565,Spearman rho on observed values
INST_LATE_DAYS_MAX,INST_PAYMENT_RATIO,-0.6212688265312186,0.6212688265312186,Spearman rho on observed values
INST_PAID_SUM,PREV_PAYMENT_COUNT_MAX,0.6204944639204508,0.6204944639204508,Spearman rho on observed values
PREV_APPLICATION_AMOUNT_MEAN,PREV_PAYMENT_COUNT_MAX,0.619854302563482,0.619854302563482,Spearman rho on observed values
PREV_APPLICATION_COUNT,PREV_CREDIT_MAX,0.6195824742211337,0.6195824742211337,Spearman rho on observed values
PREV_CREDIT_MAX,PREV_UNIQUE_APPLICATION_COUNT,0.6195824742211337,0.6195824742211337,Spearman rho on observed values
BASEMENTAREA_MEDI,ENTRANCES_MODE,0.6192177351747497,0.6192177351747497,Spearman rho on observed values
INST_PAYMENT_COUNT,POS_COMPLETED_MONTH_COUNT,0.6187481153042848,0.6187481153042848,Spearman rho on observed values
CC_ACTIVE_MONTH_COUNT,PREV_DAYS_SINCE_DECISION_MEAN,0.6175736946471014,0.6175736946471014,Spearman rho on observed values
INST_DUE_SUM,PREV_PAYMENT_COUNT_MAX,0.6165353739559657,0.6165353739559657,Spearman rho on observed values
CC_OLDEST_MONTH,PREV_DAYS_SINCE_DECISION_MEAN,-0.6164653641625166,0.6164653641625166,Spearman rho on observed values
EXT_SOURCE_2,EXT_SOURCE_MAX,0.6163490075747076,0.6163490075747076,Spearman rho on observed values
INST_DUE_MEAN,INST_DUE_SUM,0.6162845788688815,0.6162845788688815,Spearman rho on observed values
COMMONAREA_AVG,TOTALAREA_MODE,0.6161982010855476,0.6161982010855476,Spearman rho on observed values
EXT_SOURCE_1,EXT_SOURCE_MIN,0.6157684413505576,0.6157684413505576,Spearman rho on observed values
POS_CONTRACT_COUNT,PREV_CONSUMER_LOAN_COUNT,0.6155481723336212,0.6155481723336212,Spearman rho on observed values
INST_LATE_DAYS_MAX,POS_DPD_SUM,0.6144841532316333,0.6144841532316333,Spearman rho on observed values
INST_LATE_DAYS_MAX,POS_DPD_MAX,0.6140897502488004,0.6140897502488004,Spearman rho on observed values
BASEMENTAREA_AVG,ENTRANCES_MODE,0.6136010893998628,0.6136010893998628,Spearman rho on observed values
PREV_ANNUITY_TO_CREDIT_MEAN,PREV_PAYMENT_COUNT_MAX,-0.6135612924497541,0.6135612924497541,Spearman rho on observed values
INST_LATE_DAYS_MAX,POS_DPD_MEAN,0.6131011119499539,0.6131011119499539,Spearman rho on observed values
COMMONAREA_MEDI,TOTALAREA_MODE,0.6129029481194587,0.6129029481194587,Spearman rho on observed values
INST_DUE_SUM,POS_COMPLETED_MONTH_COUNT,0.6128408697374015,0.6128408697374015,Spearman rho on observed values
CC_MONTH_COUNT,PREV_DAYS_SINCE_DECISION_MEAN,0.612801801311281,0.612801801311281,Spearman rho on observed values
PREV_APPLICATION_COUNT,PREV_REFUSED_COUNT,0.6121628825046055,0.6121628825046055,Spearman rho on observed values
PREV_REFUSED_COUNT,PREV_UNIQUE_APPLICATION_COUNT,0.6121628825046055,0.6121628825046055,Spearman rho on observed values
